lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,valid_mse_step,valid_mae_step,valid_ssim_step,valid_loss_epoch,valid_mse_epoch,valid_mae_epoch,valid_ssim_epoch,test_mse_step,test_mae_step,test_ssim_step,test_mse_epoch,test_mae_epoch,test_ssim_epoch
,,2619,,,46.316688537597656,113.46913146972656,0.8095446825027466,,,,,,,,,,
,,2620,,,37.030250549316406,101.23237609863281,0.8079940676689148,,,,,,,,,,
,,2621,,,42.84143829345703,105.08231353759766,0.8169212341308594,,,,,,,,,,
,,2622,,,45.775421142578125,114.59825134277344,0.8030503392219543,,,,,,,,,,
,,2623,,,35.957801818847656,95.49040222167969,0.8182547688484192,,,,,,,,,,
,,2624,,,46.385047912597656,119.00590515136719,0.7626658082008362,,,,,,,,,,
,,2625,,,40.376731872558594,107.57463073730469,0.795362651348114,,,,,,,,,,
,,2626,,,44.95640182495117,114.9492416381836,0.8051036596298218,,,,,,,,,,
,,2627,,,45.69650650024414,114.89286804199219,0.8148162961006165,,,,,,,,,,
,,2628,,,36.53822708129883,97.61468505859375,0.809766411781311,,,,,,,,,,
,,2629,,,48.95409393310547,126.98497009277344,0.760795533657074,,,,,,,,,,
,,2630,,,50.25316619873047,122.68241882324219,0.7638205289840698,,,,,,,,,,
,,2631,,,39.41907501220703,100.22747802734375,0.8256937861442566,,,,,,,,,,
,,2632,,,41.99908447265625,107.92314147949219,0.7681371569633484,,,,,,,,,,
,,2633,,,43.061126708984375,107.65641021728516,0.813662052154541,,,,,,,,,,
,,2634,,,32.448760986328125,89.42292022705078,0.8353203535079956,,,,,,,,,,
,,2635,,,43.37383270263672,111.1333236694336,0.809613049030304,,,,,,,,,,
,,2636,,,41.344970703125,105.4332046508789,0.8324620127677917,,,,,,,,,,
,,2637,,,39.389793395996094,102.82718658447266,0.8180643320083618,,,,,,,,,,
,,2638,,,49.81510543823242,125.3215560913086,0.7737007141113281,,,,,,,,,,
,,2639,,,36.00197219848633,97.50775146484375,0.8084182739257812,,,,,,,,,,
,,2640,,,35.543434143066406,96.38811492919922,0.8252617716789246,,,,,,,,,,
,,2641,,,55.84654998779297,132.76638793945312,0.7860289812088013,,,,,,,,,,
,,2642,,,46.765724182128906,119.6235122680664,0.7863968014717102,,,,,,,,,,
,,2643,,,29.2485408782959,84.76219940185547,0.8367816805839539,,,,,,,,,,
,,2644,,,40.08124542236328,106.4968032836914,0.7887251973152161,,,,,,,,,,
,,2645,,,47.165771484375,122.7437973022461,0.7734917402267456,,,,,,,,,,
,,2646,,,48.287208557128906,117.74044036865234,0.7848345041275024,,,,,,,,,,
,,2647,,,36.8515510559082,97.96672821044922,0.7957823276519775,,,,,,,,,,
,,2648,,,33.91575241088867,93.9277572631836,0.8081663846969604,,,,,,,,,,
,,2649,,,48.00359344482422,125.5046615600586,0.7347644567489624,,,,,,,,,,
,,2650,,,39.83347702026367,104.5582504272461,0.8129199743270874,,,,,,,,,,
,,2651,,,50.08015823364258,124.2396469116211,0.7744665741920471,,,,,,,,,,
,,2652,,,42.346839904785156,110.38175964355469,0.8085787892341614,,,,,,,,,,
,,2653,,,42.3970947265625,108.64644622802734,0.7830480337142944,,,,,,,,,,
,,2654,,,42.36098861694336,110.2480239868164,0.812105655670166,,,,,,,,,,
,,2655,,,35.19790267944336,91.80582427978516,0.8262382745742798,,,,,,,,,,
,,2656,,,40.6339111328125,105.08599853515625,0.8316913843154907,,,,,,,,,,
,,2657,,,40.66585159301758,105.3479995727539,0.8081000447273254,,,,,,,,,,
,,2658,,,35.25088119506836,93.67041778564453,0.8317899703979492,,,,,,,,,,
,,2659,,,38.67720031738281,103.103759765625,0.8125438690185547,,,,,,,,,,
,,2660,,,34.979042053222656,92.54105377197266,0.8287075161933899,,,,,,,,,,
,,2661,,,37.49683380126953,97.5951919555664,0.821302592754364,,,,,,,,,,
,,2662,,,37.02605056762695,100.4873275756836,0.8049405217170715,,,,,,,,,,
,,2663,,,43.4047966003418,109.80257415771484,0.821803867816925,,,,,,,,,,
,,2664,,,35.052345275878906,96.14459228515625,0.8264526128768921,,,,,,,,,,
,,2665,,,33.72557830810547,92.4699478149414,0.8354142904281616,,,,,,,,,,
,,2666,,,40.301849365234375,104.0459213256836,0.8192470669746399,,,,,,,,,,
,,2667,,,47.506587982177734,121.82073974609375,0.7453732490539551,,,,,,,,,,
,,2668,,,49.323055267333984,119.46269226074219,0.7892698049545288,,,,,,,,,,
,,2669,,,59.44306564331055,142.47964477539062,0.7427875399589539,,,,,,,,,,
,,2670,,,37.4896354675293,97.71043395996094,0.7910614013671875,,,,,,,,,,
,,2671,,,33.10831832885742,89.51409149169922,0.8360973596572876,,,,,,,,,,
,,2672,,,45.63573455810547,115.35469818115234,0.8036683797836304,,,,,,,,,,
,,2673,,,38.6337890625,103.9572525024414,0.8224037289619446,,,,,,,,,,
,,2674,,,32.08509826660156,86.48756408691406,0.8503296971321106,,,,,,,,,,
,,2675,,,40.36444854736328,102.98185729980469,0.8198503255844116,,,,,,,,,,
,,2676,,,27.845178604125977,81.42021179199219,0.8459356427192688,,,,,,,,,,
,,2677,,,39.320228576660156,105.33907318115234,0.7960388660430908,,,,,,,,,,
,,2678,,,31.050952911376953,84.15953063964844,0.8462972640991211,,,,,,,,,,
,,2679,,,48.90298843383789,118.256103515625,0.7948397397994995,,,,,,,,,,
,,2680,,,40.28151321411133,106.94087219238281,0.8166669607162476,,,,,,,,,,
,,2681,,,42.581871032714844,113.9793472290039,0.767895519733429,,,,,,,,,,
,,2682,,,46.021881103515625,113.94905090332031,0.7980042695999146,,,,,,,,,,
,,2683,,,41.05348587036133,110.993896484375,0.8099506497383118,,,,,,,,,,
,,2684,,,45.19812774658203,113.04304504394531,0.7994903326034546,,,,,,,,,,
,,2685,,,38.714576721191406,103.29774475097656,0.7884116172790527,,,,,,,,,,
,,2686,,,34.42494583129883,95.93064880371094,0.8114166259765625,,,,,,,,,,
,,2687,,,37.7337646484375,101.51405334472656,0.7893574833869934,,,,,,,,,,
,,2688,,,52.3824577331543,129.06150817871094,0.7908861041069031,,,,,,,,,,
,,2689,,,34.638893127441406,94.48284912109375,0.799949049949646,,,,,,,,,,
,,2690,,,36.38533401489258,99.11280822753906,0.8142526745796204,,,,,,,,,,
,,2691,,,39.8530387878418,102.8841323852539,0.8388521075248718,,,,,,,,,,
,,2692,,,52.421043395996094,126.64788818359375,0.8030365705490112,,,,,,,,,,
,,2693,,,35.553436279296875,97.22037506103516,0.7892869710922241,,,,,,,,,,
,,2694,,,41.302635192871094,108.6502456665039,0.79705411195755,,,,,,,,,,
,,2695,,,45.28240203857422,114.48553466796875,0.7991200685501099,,,,,,,,,,
,,2696,,,50.860687255859375,123.87959289550781,0.7992026805877686,,,,,,,,,,
,,2697,,,46.28562545776367,112.38041687011719,0.8260254859924316,,,,,,,,,,
,,2698,,,51.774696350097656,121.35136413574219,0.7896097898483276,,,,,,,,,,
,,2699,,,34.653961181640625,94.09236907958984,0.8372083902359009,,,,,,,,,,
,,2700,,,42.84295654296875,105.81761169433594,0.8275211453437805,,,,,,,,,,
,,2701,,,39.35408401489258,106.65596008300781,0.7650983333587646,,,,,,,,,,
,,2702,,,34.25363540649414,95.67518615722656,0.801014244556427,,,,,,,,,,
,,2703,,,31.46038246154785,90.15403747558594,0.8224161267280579,,,,,,,,,,
,,2704,,,37.71876907348633,101.64213562011719,0.8207846879959106,,,,,,,,,,
,,2705,,,47.280609130859375,118.1141586303711,0.7889257669448853,,,,,,,,,,
,,2706,,,39.47547912597656,105.4521713256836,0.8204067349433899,,,,,,,,,,
,,2707,,,42.64157485961914,104.76485443115234,0.83294278383255,,,,,,,,,,
,,2708,,,40.9820442199707,104.02607727050781,0.8329647183418274,,,,,,,,,,
,,2709,,,35.15824508666992,94.121337890625,0.799446165561676,,,,,,,,,,
,,2710,,,33.38874435424805,93.36549377441406,0.82325279712677,,,,,,,,,,
,,2711,,,34.28339385986328,92.74537658691406,0.8318355679512024,,,,,,,,,,
,,2712,,,41.375450134277344,111.16358947753906,0.8009876012802124,,,,,,,,,,
,,2713,,,37.2202262878418,102.28766632080078,0.7696112394332886,,,,,,,,,,
,,2714,,,37.415122985839844,98.97335815429688,0.8122924566268921,,,,,,,,,,
,,2715,,,38.18939971923828,104.2605972290039,0.789665162563324,,,,,,,,,,
,,2716,,,38.04621505737305,102.20368957519531,0.8168643116950989,,,,,,,,,,
,,2717,,,36.53727340698242,96.50051879882812,0.8237050771713257,,,,,,,,,,
,,2718,,,31.843969345092773,89.55660247802734,0.8318275213241577,,,,,,,,,,
,,2719,,,41.78617858886719,107.5443115234375,0.8161436915397644,,,,,,,,,,
,,2720,,,34.172237396240234,92.7596664428711,0.7974427938461304,,,,,,,,,,
,,2721,,,48.08302688598633,120.8476333618164,0.7844952344894409,,,,,,,,,,
,,2722,,,38.310081481933594,102.15147399902344,0.7785283327102661,,,,,,,,,,
,,2723,,,37.28666305541992,98.54986572265625,0.826756477355957,,,,,,,,,,
,,2724,,,29.67009925842285,82.03251647949219,0.8335040807723999,,,,,,,,,,
,,2725,,,46.0293083190918,114.79441833496094,0.7823594212532043,,,,,,,,,,
,,2726,,,44.20183181762695,120.6327896118164,0.740050196647644,,,,,,,,,,
,,2727,,,38.33887481689453,99.41801452636719,0.8105699419975281,,,,,,,,,,
,,2728,,,38.4344367980957,103.01820373535156,0.829971194267273,,,,,,,,,,
,,2729,,,44.999298095703125,111.0726318359375,0.8177568316459656,,,,,,,,,,
,,2730,,,35.24065399169922,94.5953140258789,0.8343456387519836,,,,,,,,,,
,,2731,,,47.2435302734375,118.83964538574219,0.7793824672698975,,,,,,,,,,
,,2732,,,48.99111557006836,120.16888427734375,0.7856205105781555,,,,,,,,,,
,,2733,,,44.63077926635742,115.50532531738281,0.8078405261039734,,,,,,,,,,
,,2734,,,47.66295623779297,123.6932601928711,0.7829712629318237,,,,,,,,,,
,,2735,,,33.86316680908203,94.45094299316406,0.8289586901664734,,,,,,,,,,
,,2736,,,38.79706573486328,102.3653793334961,0.8023399114608765,,,,,,,,,,
,,2737,,,33.851505279541016,91.33906555175781,0.8412426114082336,,,,,,,,,,
,,2738,,,34.653873443603516,93.43901062011719,0.8337631225585938,,,,,,,,,,
,,2739,,,34.473445892333984,95.64099884033203,0.8202978372573853,,,,,,,,,,
,,2740,,,30.459386825561523,87.69828033447266,0.8351737260818481,,,,,,,,,,
,,2741,,,27.5498104095459,80.05669403076172,0.8358399271965027,,,,,,,,,,
,,2742,,,43.7500114440918,111.1807861328125,0.7819690704345703,,,,,,,,,,
,,2743,,,44.730918884277344,116.5443344116211,0.785663366317749,,,,,,,,,,
,,2744,,,29.799545288085938,84.54338073730469,0.8418188095092773,,,,,,,,,,
,,2745,,,48.47095489501953,115.5166015625,0.8295607566833496,,,,,,,,,,
,,2746,,,38.013179779052734,103.2728500366211,0.8191683888435364,,,,,,,,,,
,,2747,,,42.331214904785156,109.9626693725586,0.7967181205749512,,,,,,,,,,
,,2748,,,33.16423034667969,91.7276382446289,0.8451420664787292,,,,,,,,,,
,,2749,,,44.652278900146484,115.4195556640625,0.7502739429473877,,,,,,,,,,
,,6874,,10,,,,40.474273681640625,40.474273681640625,105.1995849609375,0.8055081963539124,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
0.00055048,0.00055048,6881,,,,,,,,,,,,,,,
,,6881,0.00704605970531702,11,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
0.00055544,0.00055544,6943,,,,,,,,,,,,,,,
,,6943,0.007093404419720173,11,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
0.0005604000000000001,0.0005604000000000001,7005,,,,,,,,,,,,,,,
,,7005,0.010737398639321327,11,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
0.00056536,0.00056536,7067,,,,,,,,,,,,,,,
,,7067,0.0088993851095438,11,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
0.00057032,0.00057032,7129,,,,,,,,,,,,,,,
,,7129,0.00985004473477602,11,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
0.0005752800000000001,0.0005752800000000001,7191,,,,,,,,,,,,,,,
,,7191,0.009749281220138073,11,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
0.00058024,0.00058024,7253,,,,,,,,,,,,,,,
,,7253,0.008526845835149288,11,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
0.0005852,0.0005852,7315,,,,,,,,,,,,,,,
,,7315,0.00885883066803217,11,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
0.0005901600000000001,0.0005901600000000001,7377,,,,,,,,,,,,,,,
,,7377,0.009191672317683697,11,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
0.00059512,0.00059512,7439,,,,,,,,,,,,,,,
,,7439,0.009905761107802391,11,,,,,,,,,,,,,
,,2750,,,42.585838317871094,113.85902404785156,0.8065740466117859,,,,,,,,,,
,,2751,,,32.14636993408203,87.47654724121094,0.8528138995170593,,,,,,,,,,
,,2752,,,39.74559783935547,103.59566497802734,0.8141867518424988,,,,,,,,,,
,,2753,,,35.621864318847656,100.76638793945312,0.7863255143165588,,,,,,,,,,
,,2754,,,35.896080017089844,98.40289306640625,0.7863114476203918,,,,,,,,,,
,,2755,,,40.65198516845703,103.0179443359375,0.8236095309257507,,,,,,,,,,
,,2756,,,38.858184814453125,104.05863952636719,0.8019599914550781,,,,,,,,,,
,,2757,,,38.614173889160156,102.08534240722656,0.8145081400871277,,,,,,,,,,
,,2758,,,31.467987060546875,87.87527465820312,0.8378731608390808,,,,,,,,,,
,,2759,,,38.50867462158203,105.70448303222656,0.7852333188056946,,,,,,,,,,
,,2760,,,36.08028793334961,90.67585754394531,0.8612045049667358,,,,,,,,,,
,,2761,,,41.591636657714844,107.3055419921875,0.7910236120223999,,,,,,,,,,
,,2762,,,41.18468475341797,108.753173828125,0.8117853999137878,,,,,,,,,,
,,2763,,,44.954994201660156,116.2276840209961,0.7670008540153503,,,,,,,,,,
,,2764,,,36.521575927734375,95.4342269897461,0.8142932057380676,,,,,,,,,,
,,2765,,,37.54254150390625,97.51583099365234,0.825320839881897,,,,,,,,,,
,,2766,,,36.6730842590332,97.1344223022461,0.8484571576118469,,,,,,,,,,
,,2767,,,32.07854461669922,90.37327575683594,0.8007454872131348,,,,,,,,,,
,,2768,,,37.042236328125,100.6468276977539,0.8180034756660461,,,,,,,,,,
,,2769,,,41.90976333618164,111.33418273925781,0.8095763325691223,,,,,,,,,,
,,2770,,,43.69175338745117,115.65763854980469,0.7704965472221375,,,,,,,,,,
,,2771,,,45.55093765258789,118.67877197265625,0.7466124892234802,,,,,,,,,,
,,2772,,,43.071739196777344,110.79792785644531,0.7960661053657532,,,,,,,,,,
,,2773,,,41.90940475463867,109.3570785522461,0.7785689234733582,,,,,,,,,,
,,2774,,,37.63692092895508,101.00639343261719,0.8125812411308289,,,,,,,,,,
,,2775,,,47.65458679199219,121.9966049194336,0.7899285554885864,,,,,,,,,,
,,2776,,,29.074443817138672,84.64320373535156,0.8156434893608093,,,,,,,,,,
,,2777,,,35.15996170043945,95.1849365234375,0.8234065771102905,,,,,,,,,,
,,2778,,,41.624961853027344,107.419921875,0.78575199842453,,,,,,,,,,
,,2779,,,32.512367248535156,92.2039566040039,0.8018569946289062,,,,,,,,,,
,,2780,,,39.47659683227539,101.16896057128906,0.8255231976509094,,,,,,,,,,
,,2781,,,38.17734909057617,104.16033935546875,0.8057848811149597,,,,,,,,,,
,,2782,,,38.0816650390625,103.64506530761719,0.7843946218490601,,,,,,,,,,
,,2783,,,35.475093841552734,95.1869888305664,0.8342573046684265,,,,,,,,,,
,,2784,,,36.6712532043457,98.39020538330078,0.7888352274894714,,,,,,,,,,
,,2785,,,40.41688537597656,103.10893249511719,0.8044509887695312,,,,,,,,,,
,,2786,,,32.089134216308594,92.68241882324219,0.7839395403862,,,,,,,,,,
,,2787,,,47.58679962158203,116.1970443725586,0.7733887434005737,,,,,,,,,,
,,2788,,,41.441123962402344,107.2072525024414,0.7973068952560425,,,,,,,,,,
,,2789,,,27.441097259521484,81.28800964355469,0.7970836758613586,,,,,,,,,,
,,2790,,,39.2381706237793,103.24009704589844,0.8158596158027649,,,,,,,,,,
,,2791,,,34.858909606933594,97.36941528320312,0.7912043333053589,,,,,,,,,,
,,2792,,,34.779685974121094,98.70668029785156,0.8067750930786133,,,,,,,,,,
,,2793,,,33.193153381347656,94.9077377319336,0.7919742465019226,,,,,,,,,,
,,2794,,,48.88035202026367,124.7765121459961,0.7788227796554565,,,,,,,,,,
,,2795,,,39.1086311340332,101.38267517089844,0.7989194989204407,,,,,,,,,,
,,2796,,,41.418983459472656,107.7311019897461,0.7830336093902588,,,,,,,,,,
,,2797,,,38.25959014892578,101.3856201171875,0.8100689053535461,,,,,,,,,,
,,2798,,,41.44317626953125,110.9807357788086,0.7962023019790649,,,,,,,,,,
,,2799,,,34.13089370727539,94.89704132080078,0.805539608001709,,,,,,,,,,
,,2800,,,45.395179748535156,118.30509948730469,0.7470318078994751,,,,,,,,,,
,,2801,,,45.90380859375,116.01997375488281,0.7881320714950562,,,,,,,,,,
,,2802,,,32.542205810546875,91.56001281738281,0.8219281435012817,,,,,,,,,,
,,2803,,,32.860389709472656,90.49092102050781,0.7975980043411255,,,,,,,,,,
,,2804,,,35.130470275878906,91.25372314453125,0.8412262201309204,,,,,,,,,,
,,2805,,,27.787588119506836,82.67277526855469,0.8069860339164734,,,,,,,,,,
,,2806,,,38.78522872924805,100.72442626953125,0.8348401784896851,,,,,,,,,,
,,2807,,,41.929962158203125,109.9972915649414,0.7976113557815552,,,,,,,,,,
,,2808,,,37.68952941894531,101.40913391113281,0.8096827268600464,,,,,,,,,,
,,2809,,,28.847070693969727,84.90340423583984,0.8105109333992004,,,,,,,,,,
,,2810,,,51.470787048339844,129.13534545898438,0.7842584848403931,,,,,,,,,,
,,2811,,,40.6985969543457,104.9631576538086,0.806377112865448,,,,,,,,,,
,,2812,,,45.400474548339844,117.48493957519531,0.7906147241592407,,,,,,,,,,
,,2813,,,36.675209045410156,98.9877700805664,0.8140774965286255,,,,,,,,,,
,,2814,,,36.125,100.63734436035156,0.7855586409568787,,,,,,,,,,
,,2815,,,29.90923500061035,83.6904296875,0.8389509320259094,,,,,,,,,,
,,2816,,,45.97052764892578,116.76014709472656,0.7881075739860535,,,,,,,,,,
,,2817,,,42.40407180786133,109.0172348022461,0.8074473142623901,,,,,,,,,,
,,2818,,,31.4393310546875,86.52527618408203,0.8458925485610962,,,,,,,,,,
,,2819,,,35.91130828857422,99.91812896728516,0.8031514286994934,,,,,,,,,,
,,2820,,,42.58972930908203,109.56730651855469,0.7972381711006165,,,,,,,,,,
,,2821,,,40.3890380859375,107.88676452636719,0.7773555517196655,,,,,,,,,,
,,2822,,,40.839813232421875,109.5101318359375,0.7677268981933594,,,,,,,,,,
,,2823,,,36.2912483215332,96.94197845458984,0.8232135772705078,,,,,,,,,,
,,2824,,,40.041053771972656,102.36297607421875,0.8238643407821655,,,,,,,,,,
,,2825,,,35.14094924926758,94.63319396972656,0.8105651140213013,,,,,,,,,,
,,2826,,,39.87432098388672,101.03436279296875,0.8233410120010376,,,,,,,,,,
,,2827,,,35.92826461791992,98.9522476196289,0.8231104016304016,,,,,,,,,,
,,2828,,,43.00211715698242,111.37593078613281,0.7558501958847046,,,,,,,,,,
,,2829,,,41.03160858154297,107.3633804321289,0.7980173826217651,,,,,,,,,,
,,2830,,,30.442485809326172,86.78763580322266,0.8206229209899902,,,,,,,,,,
,,2831,,,40.14595413208008,107.3133773803711,0.7911139726638794,,,,,,,,,,
,,2832,,,39.8447265625,104.86666107177734,0.8151100873947144,,,,,,,,,,
,,2833,,,36.50779724121094,100.2447509765625,0.8122943639755249,,,,,,,,,,
,,2834,,,42.625389099121094,110.69404602050781,0.8130752444267273,,,,,,,,,,
,,2835,,,35.23883056640625,93.9643325805664,0.8000251650810242,,,,,,,,,,
,,2836,,,38.972328186035156,107.49641418457031,0.7705142498016357,,,,,,,,,,
,,2837,,,37.256141662597656,99.19786834716797,0.8034545183181763,,,,,,,,,,
,,2838,,,46.135162353515625,120.09912109375,0.7667656540870667,,,,,,,,,,
,,2839,,,37.636478424072266,102.82344055175781,0.8148558735847473,,,,,,,,,,
,,2840,,,51.3722038269043,128.5543212890625,0.7667438387870789,,,,,,,,,,
,,2841,,,39.67190170288086,104.4629135131836,0.8059031367301941,,,,,,,,,,
,,2842,,,38.651832580566406,103.5806655883789,0.7954795956611633,,,,,,,,,,
,,2843,,,34.110111236572266,90.28657531738281,0.8142647743225098,,,,,,,,,,
,,2844,,,36.6931037902832,102.51799011230469,0.8017091751098633,,,,,,,,,,
,,2845,,,32.706138610839844,89.84132385253906,0.8096936941146851,,,,,,,,,,
,,2846,,,47.837425231933594,121.56584167480469,0.7970901131629944,,,,,,,,,,
,,2847,,,38.529685974121094,104.2284927368164,0.7983589172363281,,,,,,,,,,
,,2848,,,28.463970184326172,81.98837280273438,0.8166725039482117,,,,,,,,,,
,,2849,,,40.8052864074707,104.8292007446289,0.7921504974365234,,,,,,,,,,
,,2850,,,37.77871322631836,102.9544448852539,0.7898110151290894,,,,,,,,,,
,,2851,,,38.42543411254883,98.41752624511719,0.820269763469696,,,,,,,,,,
,,2852,,,46.442420959472656,122.53749084472656,0.7538904547691345,,,,,,,,,,
,,2853,,,40.86833572387695,107.28717041015625,0.7905462384223938,,,,,,,,,,
,,2854,,,36.811580657958984,102.8069076538086,0.8054725527763367,,,,,,,,,,
,,2855,,,37.80930709838867,97.2154769897461,0.8282394409179688,,,,,,,,,,
,,2856,,,51.763526916503906,130.44003295898438,0.7639108896255493,,,,,,,,,,
,,2857,,,35.73912811279297,99.60997009277344,0.8252900838851929,,,,,,,,,,
,,2858,,,35.863624572753906,95.91556549072266,0.7899491190910339,,,,,,,,,,
,,2859,,,36.6363525390625,104.9959487915039,0.7987954020500183,,,,,,,,,,
,,2860,,,37.16068649291992,100.1148681640625,0.8079677820205688,,,,,,,,,,
,,2861,,,40.276222229003906,101.24425506591797,0.8145051002502441,,,,,,,,,,
,,2862,,,37.50217819213867,101.78829193115234,0.8190080523490906,,,,,,,,,,
,,2863,,,34.86683654785156,97.16407012939453,0.8052229881286621,,,,,,,,,,
,,2864,,,38.94377517700195,101.37572479248047,0.8135213851928711,,,,,,,,,,
,,2865,,,46.00263595581055,116.53810119628906,0.7677270174026489,,,,,,,,,,
,,2866,,,43.07402801513672,113.95988464355469,0.7758471965789795,,,,,,,,,,
,,2867,,,29.32048988342285,86.69207763671875,0.8023562431335449,,,,,,,,,,
,,2868,,,38.07611846923828,99.8154525756836,0.7906092405319214,,,,,,,,,,
,,2869,,,46.1739387512207,112.8981704711914,0.8171806335449219,,,,,,,,,,
,,2870,,,34.3389778137207,98.09935760498047,0.7933546900749207,,,,,,,,,,
,,2871,,,38.55461883544922,100.50858306884766,0.8150374293327332,,,,,,,,,,
,,2872,,,46.403358459472656,121.27629089355469,0.777013897895813,,,,,,,,,,
,,2873,,,35.54462432861328,93.37557983398438,0.8056825399398804,,,,,,,,,,
,,2874,,,43.16747283935547,115.34098815917969,0.7742081880569458,,,,,,,,,,
,,2875,,,38.5850715637207,105.75081634521484,0.8018115162849426,,,,,,,,,,
,,2876,,,40.9030647277832,110.14383697509766,0.8064365386962891,,,,,,,,,,
,,2877,,,40.8835563659668,109.0146255493164,0.8205490112304688,,,,,,,,,,
,,2878,,,33.138309478759766,92.487548828125,0.8191508054733276,,,,,,,,,,
,,2879,,,45.08494186401367,122.9610366821289,0.7832050323486328,,,,,,,,,,
